147,150,1011
146,151,1010
148,151,1012
148,151,1014
148,151,1013
145,149,1012
144,148,1012
142,146,1012
138,143,1010
137,143,1011
136,142,1013
137,143,1009
136,142,1012
140,145,1011
144,149,1011
146,150,1013
147,150,1012
148,151,1012
149,152,1010
149,151,1012
148,151,1012
148,149,1013
146,149,1013
145,146,1011
141,147,1012
136,143,1012
138,142,1012
139,143,1012
141,145,1009
143,147,1012
147,150,1012
149,152,1012
148,151,1011
148,151,1013
137,148,1003
146,149,1011
130,141,1011
136,141,1012
139,143,1011
139,143,1012
143,145,1012
146,148,1010
148,149,1013
149,151,1011
149,151,1011
148,147,1011
148,151,1012
147,148,1011
147,149,1012
147,148,1012
144,147,1013
143,145,1013
138,145,1011
135,143,1014
138,142,1011
141,146,1011
144,146,1013
146,150,1012
148,149,1010
147,150,1011
147,150,1011
148,151,1010
148,151,1014
148,151,1011
148,149,1009
146,148,1009
143,147,1012
141,144,1012
137,143,1011
137,143,1010
138,148,1013
143,147,1013
139,143,1010
136,142,1010
136,143,1010
140,144,1012
143,149,1011
145,150,1011
147,150,1010
148,151,1012
150,149,1013
149,152,1013
151,152,1010
149,151,1013
147,149,1010
147,149,1012
147,147,1015
143,146,1012
141,143,1014
137,144,1012
138,143,1013
136,143,1009
140,142,1011
141,145,1012
148,150,1010
147,151,1013
149,152,1010
148,150,1011
148,151,1011
148,151,1012
148,152,1012
148,150,1014
146,151,1011
145,150,1012
134,142,1013
137,142,1013
138,142,1013
134,145,1010
135,142,1012
138,142,1011
140,141,1012
141,143,1010
140,143,1011
144,145,1012
147,149,1014
147,148,1010
147,149,1013
148,149,1014
148,150,1013
148,152,1012
146,150,1014
146,149,1012
147,150,1011
143,147,1012
136,142,1010
137,143,1013
137,144,1012
137,145,1014
142,146,1013
145,149,1011
146,151,1013
148,149,1014
147,150,1011
148,150,1010
146,149,1011
148,150,1010
147,149,1011
148,149,1011
146,150,1012
142,145,1014
140,144,1014
137,143,1014
137,143,1009
123,147,1014
126,140,1009
134,143,1014
141,148,1012
140,148,1014
132,144,1010
128,141,1010
139,148,1011
140,149,1011
140,149,1011
133,144,1010
128,140,1011
137,146,1012
139,148,1010
138,149,1011
128,144,1012
130,142,1012
141,147,1014
138,147,1010
138,148,1015
132,146,1012
126,139,1010
140,148,1012
139,150,1011
139,147,1012
130,140,1013
133,142,1011
141,148,1013
140,150,1009
138,147,1011
130,143,1014
132,142,1010
141,148,1013
141,149,1012
138,147,1012
127,140,1013
136,145,1010
133,145,1013
129,144,1011
126,140,1013
133,143,1012
139,147,1011
137,148,1012
131,146,1011
127,139,1011
138,147,1012
140,148,1012
139,148,1011
129,142,1012
125,140,1012
135,145,1013
139,148,1013
140,148,1011
132,145,1012
129,141,1012
139,147,1011
140,149,1012
140,148,1012
131,143,1011
129,141,1011
137,145,1013
140,148,1012
139,148,1011
133,143,1012
129,141,1014
139,147,1011
139,149,1013
138,148,1012
127,141,1014
126,141,1012
136,146,1014
138,146,1013
137,146,1014
120,141,1011
136,146,1013
138,148,1011
137,147,1013
128,140,1012
129,141,1011
141,148,1013
139,147,1014
137,148,1013
128,142,1011
131,141,1014
140,147,1012
140,147,1014
136,146,1011
128,142,1011
127,139,1011
138,148,1010
139,148,1011
135,147,1012
126,141,1011
131,143,1012
139,148,1011
140,147,1012
132,145,1011
128,141,1013
129,140,1013
139,147,1013
140,147,1010
136,147,1013
126,139,1012
136,145,1013
142,148,1012
139,149,1012
132,143,1010
128,140,1012
131,145,1013
137,149,1013
125,143,1011
127,140,1014
137,146,1011
140,148,1010
140,148,1014
131,143,1011
128,143,1012
139,149,1013
139,148,1011
139,153,1014
134,147,1012
125,140,1013
135,145,1012
137,146,1010
140,149,1013
124,140,1011
118,135,1011
144,150,1011
145,153,1010
147,156,1010
135,148,1011
117,135,1011
138,146,1013
144,151,1013
143,151,1011
123,140,1011
118,136,1011
142,147,1011
142,151,1012
142,145,1012
130,145,1011
118,136,1012
137,148,1011
145,153,1012
139,149,1012
124,141,1011
120,136,1011
104,145,1014
134,148,1011
139,148,1012
115,133,1012
132,142,1012
141,149,1014
143,152,1013
132,146,1011
118,136,1014
121,137,1015
144,149,1011
144,152,1010
136,147,1012
118,135,1013
132,143,1013
143,151,1012
141,150,1013
132,144,1011
118,135,1013
126,139,1013
144,151,1010
144,152,1011
136,147,1012
118,135,1013
133,145,1010
143,150,1010
142,151,1012
128,144,1011
118,135,1010
125,141,1012
143,149,1011
142,153,1012
134,145,1010
115,135,1010
133,144,1009
143,152,1013
118,140,1012
116,133,1012
127,140,1013
143,151,1012
143,151,1013
135,147,1011
116,135,1011
139,145,1010
146,151,1013
142,150,1012
125,141,1014
117,133,1013
127,139,1011
143,150,1012
143,150,1011
133,147,1013
117,136,1011
136,145,1010
143,150,1010
143,150,1014
126,144,1012
119,137,1012
126,140,1012
142,148,1011
141,150,1011
133,147,1013
121,136,1012
134,144,1010
141,151,1011
140,150,1012
127,143,1013
120,136,996
128,139,1012
142,149,1012
141,148,1011
131,145,1010
120,137,1013
136,150,1011
139,150,1014
122,140,1015
120,137,1012
131,144,1011
142,149,1012
139,150,1013
130,146,1013
119,135,1014
139,146,1012
141,149,1010
138,148,1011
121,138,1012
120,136,1013
132,144,1012
143,151,1012
142,151,1010
131,146,1011
120,139,1011
138,146,1014
142,148,1013
139,148,1011
125,141,1013
123,138,1013
133,144,1010
143,151,1012
144,151,1011
132,145,1013
121,139,1014
139,148,1010
143,153,1011
140,152,1012
132,140,1012
125,138,1013
136,145,1011
143,150,1009
118,140,1013
120,135,1013
143,149,1014
144,154,1011
150,159,1012
110,133,1012
115,131,1012
141,148,1010
140,151,1010
140,149,1015
125,141,1012
117,135,1012
141,150,1012
143,152,1014
140,151,1012
117,135,1010
123,137,1012
144,149,1011
142,150,1011
141,150,1012
125,139,1013
117,135,1010
143,150,1012
142,151,1011
140,149,1010
116,134,1012
129,140,1011
145,150,1011
146,152,1012
144,150,1013
120,137,1011
127,138,1011
145,151,1013
144,153,1011
136,147,1013
118,135,1011
139,145,1011
117,144,1012
131,148,1013
130,143,1014
134,149,1011
125,141,1012
134,148,1012
122,140,1011
136,149,1012
117,137,1011
135,150,1010
110,132,1011
137,150,1012
110,134,1014
138,151,1012
110,134,1011
137,150,1011
110,134,1015
137,149,1013
117,139,1011
130,145,1013
132,149,1014
126,143,1012
134,149,1012
124,140,1014
136,149,1010
118,138,1010
135,148,1012
116,136,1011
136,149,1012
107,134,1012
136,149,1012
110,133,1013
137,150,1013
108,134,1010
137,149,1013
113,135,1012
136,150,1011
140,150,1011
112,133,1010
137,150,1011
108,133,1013
138,150,1011
109,135,1010
136,150,1012
110,134,1011
138,150,1011
114,139,1012
137,149,1013
119,138,1011
128,144,1011
134,149,1015
124,142,1013
135,149,1012
122,141,1012
135,150,1012
117,139,1010
136,149,1013
113,136,1012
136,148,1012
109,132,1014
137,151,1011
109,135,1017
139,151,1012
112,134,1011
140,151,1011
112,134,1013
139,151,1011
115,138,1012
138,149,1013
133,148,1012
131,145,1010
136,149,1014
125,143,1014
108,135,1014
137,151,1013
117,140,1011
138,149,1011
120,142,1014
135,149,1011
134,149,1013
125,141,1014
136,149,1011
120,138,1011
138,151,1019
113,135,1013
137,151,1011
111,135,1014
138,149,1012
109,133,1011
139,151,1011
110,134,1012
139,151,1012
111,138,1011
136,150,1010
118,137,1014
133,149,1013
123,143,1013
134,149,1010
124,143,1014
122,137,1013
134,149,1012
109,142,1011
131,147,1011
126,144,1012
134,148,1013
123,140,1013
137,152,1013
116,137,1014
137,150,1013
108,133,1015
130,147,1010
124,143,1013
135,149,1013
127,146,1010
140,155,1013
129,148,1012
156,165,1012
107,150,1010
149,187,1012
95,171,1012
127,163,1011
137,164,1012
123,149,1015
132,148,1014
116,140,1012
131,145,1010
119,120,1012
130,138,1013
114,129,1012
67,81,1011
112,116,1013
99,118,1010
133,144,1013
115,146,1011
104,133,1012
137,149,1010
110,132,1013
140,151,1013
119,140,1011
135,151,1011
124,143,1009
135,151,1012
127,145,1013
133,147,1010
130,148,1012
131,146,1012
133,149,1012
123,146,1012
110,144,1012
127,147,1012
130,144,1011
136,149,1012
123,141,1012
134,149,1011
117,137,1010
136,149,1011
111,134,1010
136,151,1011
112,133,1013
138,150,1010
110,134,1014
137,149,1013
115,139,1012
136,147,1011
114,145,1011
126,144,1014
132,146,1014
136,149,1014
116,136,1011
138,150,1012
113,135,1011
139,150,1012
112,135,1011
140,150,1012
110,132,1013
138,150,1011
109,136,1011
135,148,1009
126,145,1010
136,150,1012
112,146,1012
132,147,1012
126,146,1012
107,134,1010
138,151,1011
115,140,1011
136,147,1013
132,149,1013
126,143,1012
135,150,1012
121,141,1010
135,150,1012
118,140,1011
136,149,1014
113,135,1013
102,138,1012
132,148,1010
108,135,1010
138,151,1012
110,134,1009
139,151,1012
111,134,1011
136,150,1012
113,135,1011
137,149,1013
117,138,1012
135,147,1014
132,150,1012
123,141,1011
135,149,1010
118,139,1011
106,141,1010
133,148,1013
120,138,1014
134,149,1015
113,135,1014
134,150,1013
109,135,1012
136,149,1011
109,135,1012
129,150,1012
111,135,1011
137,149,1011
108,134,1011
137,150,1014
109,133,1012
136,150,1013
116,148,1012
108,135,1012
138,152,1010
112,140,1010
134,150,1012
119,142,1011
134,148,1013
125,145,1011
133,148,1011
134,150,1011
113,135,1014
137,151,1010
109,134,1011
136,152,1011
108,135,1012
137,150,1011
114,148,1013
106,132,1013
137,151,1012
120,142,1013
136,150,1012
126,146,1013
132,148,1013
129,148,1013
128,146,1012
135,150,1012
129,148,1011
137,153,1012
117,140,1013
124,146,1011
127,146,1013
101,138,1013
130,149,1009
115,135,1013
136,151,1010
113,135,1012
139,151,1012
108,135,1012
140,152,1013
112,137,1010
139,149,1012
114,137,1012
136,151,1012
119,141,1010
135,149,1009
122,143,1014
133,149,1012
108,143,1011
131,149,1015
108,133,1010
137,151,1011
109,134,1013
137,152,1014
109,133,1011
138,150,1012
108,134,1014
140,150,1011
110,134,1013
138,152,1011
122,143,1012
135,150,1013
126,147,1011
132,149,1012
106,143,1013
135,151,1013
119,141,1012
113,145,1011
104,132,1013
135,148,1014
110,134,1013
137,149,1011
112,136,1014
136,149,1012
117,140,1011
137,148,1013
122,143,1011
136,149,1014
134,149,1012
116,148,1012
106,132,1013
137,150,1010
110,132,1010
139,152,1011
110,134,1011
137,152,1010
110,135,1013
137,151,1011
120,142,1012
133,150,1013
123,144,1011
133,149,1014
125,144,1010
132,149,1009
127,146,1012
113,146,1012
113,136,1014
136,152,1010
110,134,1011
139,152,1012
111,135,1014
138,151,1013
112,135,1013
132,148,1011
120,138,1007
137,149,1011
117,138,1013
137,151,1013
110,136,1012
139,152,1013
114,149,1009
107,133,1012
138,149,1011
112,137,1013
138,149,1012
114,137,1011
136,150,1012
120,139,1013
132,147,1012
131,147,1010
129,147,1010
134,151,1010
125,144,1010
135,150,1014
123,140,1012
135,149,1011
114,148,1013
106,133,1011
137,151,1010
111,135,1011
137,149,1010
112,137,1010
137,151,1011
111,137,1009
137,151,1009
118,140,1011
136,150,1010
119,142,1012
127,145,1012
134,149,1012
133,149,1010
111,135,1012
103,140,1012
132,149,1010
124,145,1012
132,148,1012
127,147,1011
118,137,1011
137,150,1011
115,136,1010
137,151,1010
112,133,1012
137,150,1011
109,135,1011
137,152,1013
108,134,1011
138,152,1014
111,135,1012
102,141,1014
132,148,1012
127,147,1014
134,151,1011
130,146,1008
132,147,1014
131,148,1012
128,147,1009
133,149,1011
111,136,1013
138,151,1011
110,134,1014
137,150,1013
111,135,1014
139,150,1010
110,135,1011
99,139,1011
131,148,1012
122,143,1013
130,149,1013
109,136,1012
138,150,1011
114,136,1014
137,151,1013
111,138,1011
136,149,1011
116,140,1011
136,149,1013
119,141,1010
130,146,1013
133,149,1013
112,149,1014
104,132,1014
137,151,1014
109,133,1012
136,150,1008
109,134,1012
136,150,1013
111,136,1011
136,149,1012
129,146,1012
132,147,1012
131,148,1010
130,146,1013
132,149,1013
126,145,1013
134,149,1012
118,150,1012
104,133,1013
136,151,1014
113,136,1013
140,153,1013
117,140,1010
137,151,1010
124,145,1011
109,145,1013
128,147,1011
111,133,1013
136,148,1013
109,135,1011
138,152,1012
111,136,1010
103,142,1012
132,148,1014
123,146,1013
133,149,1012
127,141,1011
118,139,1012
136,150,1013
117,139,1014
138,151,1010
114,136,1014
137,151,1011
113,136,1012
136,148,1012
111,135,1011
139,153,1013
107,134,1014
106,143,1012
129,147,1011
127,147,1014
131,148,1011
129,148,1012
130,149,1010
132,148,1014
130,147,1011
132,149,1018
110,136,1012
139,152,1010
109,134,1011
136,151,1013
110,135,1014
124,148,1011
111,147,1010
118,141,1012
134,151,1012
119,140,1013
136,153,1012
109,134,1012
138,152,1012
108,135,1012
138,152,1013
109,136,1014
137,151,1012
107,133,1015
137,151,1011
109,134,1013
133,149,1011
123,145,1013
109,145,1012
128,147,1011
132,149,1013
132,147,1012
134,148,1011
128,144,1011
135,152,1009
122,143,1020
136,151,1014
110,133,1012
140,153,1012
111,134,1013
138,151,1010
113,134,1011
139,152,999
109,133,1010
91,131,1015
137,151,1013
123,143,1013
133,151,1013
107,133,1010
138,151,1013
109,133,1011
138,152,1013
108,133,1010
137,151,1013
110,135,1012
133,147,1013
129,148,1010
131,147,1011
131,150,1013
129,143,1011
109,144,1012
129,148,1012
122,143,1013
134,150,1012
120,140,1012
135,152,1015
110,134,1013
139,150,1010
109,134,1014
137,152,1012
108,134,1013
139,151,1010
109,134,1014
139,151,1012
110,137,1011
135,149,1012
105,141,1011
133,147,1013
121,141,1011
135,150,1011
117,138,1014
135,150,1010
114,136,1018
135,151,1012
127,148,1011
132,148,1015
120,141,1014
136,149,1010
116,138,1010
135,150,1012
115,136,1011
91,131,1013
133,150,1013
108,134,1010
137,152,1012
113,139,1010
136,150,1012
121,142,1015
134,148,1013
124,144,1012
133,148,1010
126,146,1012
133,148,1011
129,146,1012
130,147,1014
135,150,1012
110,133,1010
89,131,1013
135,151,1012
107,133,1013
137,150,1011
108,134,1013
139,151,1012
109,134,1012
140,151,1014
124,144,1012
136,149,1013
126,145,1012
135,150,1013
128,147,1014
132,149,1011
115,147,1014
113,148,1011
113,139,1013
135,148,1012
124,145,1013
135,150,1013
129,146,1017
132,147,1013
132,149,1013
128,144,1012
136,150,1010
119,139,1012
138,150,1013
110,134,1013
139,153,1014
107,133,1010
107,133,1013
97,137,1011
132,147,1011
124,142,1011
133,148,1013
129,148,1014
112,135,1011
136,151,1014
109,135,1010
138,151,1013
108,134,1011
139,150,1011
83,113,1012
125,134,1010
132,140,1009
133,144,1011
134,143,1011
112,142,1012
129,145,1014
133,145,1012
126,144,1009
131,144,1009
133,143,1012
132,144,1010
132,145,1009
133,144,1012
131,144,1011
135,145,1014
134,143,1011
134,145,1011
134,145,1012
133,143,1012
110,142,1014
129,143,1010
133,144,1013
133,146,1010
133,145,1013
132,145,1010
132,144,1013
134,144,1010
132,144,1012
133,145,1011
134,145,1012
134,146,1013
133,144,1011
133,145,1010
133,145,1011
133,144,1012
110,141,1012
130,143,1011
131,144,1011
133,146,1012
133,145,1010
133,145,1011
133,144,1013
135,143,1012
132,146,1012
127,143,1010
131,144,1010
132,145,1010
133,144,1010
134,145,1012
132,145,1009
133,143,1011
112,142,1011
130,144,1011
135,144,1012
133,144,1009
134,145,1012
133,145,1013
134,143,1012
134,144,1011
133,144,1009
134,145,1013
133,145,1011
133,145,1009
134,147,1010
133,144,1014
133,145,1014
132,144,1011
110,143,1012
131,142,1012
133,146,1013
133,145,1011
134,145,1011
132,146,1013
133,145,1011
134,146,1010
134,145,1011
133,145,1011
133,146,1012
133,146,1013
133,145,1010
134,145,1013
128,143,1014
109,142,1011
132,144,1012
133,144,1013
133,144,1013
134,144,1009
133,145,1011
133,146,1013
135,145,1012
134,145,1010
133,146,1011
134,144,1011
133,146,1011
133,145,1013
133,144,1012
134,145,1011
135,146,1012
111,142,1010
132,143,1011
132,145,1011
132,145,1011
131,146,1012
133,145,1013
133,144,1010
134,144,1010
134,144,1013
132,146,1011
135,145,1012
133,143,1011
133,145,1013
134,145,1012
134,145,1009
133,145,1012
111,143,1010
131,143,1013
131,145,1011
114,144,1013
130,145,1011
132,145,1011
133,144,1011
134,145,1011
133,144,1012
133,143,1009
134,146,1010
132,143,1012
133,145,1010
132,145,1012
133,146,1014
111,142,1012
129,143,1013
130,143,1011
133,144,1011
132,145,1011
133,144,1010
132,144,1011
134,147,1012
132,145,1009
133,147,1010
132,144,1010
132,144,1014
132,145,1010
134,146,1014
133,147,1012
132,144,1011
112,142,1012
124,143,1011
131,144,1013
131,145,1013
133,145,1010
132,145,1012
133,144,1012
134,144,1010
134,144,1009
128,144,1013
133,143,1011
134,145,1012
133,146,1012
132,143,1010
133,145,1013
112,142,1014
130,143,1012
132,144,1009
134,145,1011
133,143,1014
133,144,1012
134,145,1009
133,145,1014
134,145,1011
133,145,1012
132,145,1011
131,145,1014
133,145,1013
133,145,1014
133,145,1012
133,146,1013
110,142,1010
128,145,1013
132,143,1013
134,145,1010
132,144,1011
134,145,1011
132,146,1013
133,145,1011
132,145,1010
134,145,1010
134,144,1012
134,146,1012
132,145,1011
134,144,1011
126,144,1012
131,146,1011
108,141,1011
125,140,1012
128,142,1012
134,146,1011
130,142,1009
135,144,1014
129,139,1010
132,143,1013
131,142,1012
133,145,1014
131,143,1009
135,147,1009
130,145,1012
134,145,1011
135,148,1014
140,151,1011
116,145,1011
130,145,1012
134,145,1011
134,145,1010
134,145,1011
135,145,1013
133,144,1012
132,146,1010
131,144,1013
133,144,1013
133,144,1011
133,144,1014
132,145,1013
132,145,1013
133,146,1010
133,144,1010
135,145,1011
134,146,1013
133,145,1011
127,144,1009
132,144,1012
133,144,1010
134,144,1011
133,145,1012
132,145,1013
134,145,1010
135,145,1013
133,145,1012
133,145,1012
133,144,1013
134,147,1011
134,149,1012
135,149,1014
131,143,1011
132,145,1011
126,141,1010
130,142,1012
134,147,1012
134,143,1012
132,147,1011
132,144,1012
133,146,1011
133,144,1013
133,144,1012
133,146,1014
132,145,1013
134,145,1011
133,145,1011
133,146,1014
132,145,1012
133,145,1010
132,146,1010
132,147,1011
